type;price;priсePerEarthsquare;houseSquare;earthSquare;floors;place;URL
house;59000000;168571;350;39.0;2;Каширское шоссе;https://www.cian.ru/sale/suburban/256179430/
house;59000000;56950;1036;30.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/242285778/
cottage;59900000;149750;400;14.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/265224650/
house;60000000;169492;354;20.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/261600692/
house;60000000;98847;607;20.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/254812802/
house;59900000;172822;346.6;45.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/264638875/
house;60000000;92308;650;10.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/238681772/
house;60000000;187500;320;15.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/235258871/
house;59514631;168597;353;14.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/265368614/
cottage;60000000;190476;315;8.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/219320640/
house;60053420;170123;353;14.7;2;Минское шоссе;https://www.cian.ru/sale/suburban/265368601/
cottage;61000000;174286;350;15.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/239293134/
house;62000000;134490;461;22.5;3;Калужское шоссе;https://www.cian.ru/sale/suburban/263565797/
house;62475000;97465;641;31.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/253399068/
house;63000000;96923;650;11.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/265372618/
cottage;63000000;96923;650;10.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/219280670/
cottage;65000000;130000;500;35.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/251817145/
house;65000000;154762;420;15.0;4;Калужское шоссе;https://www.cian.ru/sale/suburban/256128284/
house;66070208;191947;344.21;12.73;2;Минское шоссе;https://www.cian.ru/sale/suburban/262611552/
house;67600000;107302;630;16.5;3;Калужское шоссе;https://www.cian.ru/sale/suburban/258942361/
house;67000000;148889;450;12.5;2;Киевское шоссе;https://www.cian.ru/sale/suburban/259835949/
house;67000000;172237;389;15.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/257719311/
house;67000000;148889;450;12.5;2;Киевское шоссе;https://www.cian.ru/sale/suburban/259835949/
house;68000000;148472;458;15.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/261395853/
house;68500000;180263;380;5.4;3;Киевское шоссе;https://www.cian.ru/sale/suburban/263630816/
house;69000000;93117;741;29.6;4;Киевское шоссе;https://www.cian.ru/sale/suburban/256718048/
cottage;69000000;118966;580;15.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/240900458/
house;72000000;128571;560;30.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/239756201/
house;71925000;93047;773;30.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/238596240/
house;73536008;149160;493;26.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/265368617/
house;74500000;248333;300;26.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/259835951/
house;75000000;250000;300;15.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/229448801/
house;75000000;92478;811;16.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264479385/
cottage;75000000;100000;750;16.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/219824670/
cottage;75000000;102740;730;100.0;4;Киевское шоссе;https://www.cian.ru/sale/suburban/241438321/
house;78700000;143091;550;20.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/263168131/
house;79573636;246358;323;16.43;2;Минское шоссе;https://www.cian.ru/sale/suburban/265368495/
house;80000000;164271;487;40.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/256617327/
house;80000000;136635;585.5;15.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/244148184/
house;82587707;252562;327;12.73;2;Минское шоссе;https://www.cian.ru/sale/suburban/265368496/
house;82587707;240081;344;13.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/229140517/
cottage;85000000;165692;513;22.5;2;Киевское шоссе;https://www.cian.ru/sale/suburban/263716298/
house;86025739;266334;323;13.42;2;Минское шоссе;https://www.cian.ru/sale/suburban/235870461/
cottage;86025738;266334;323;13.42;2;Минское шоссе;https://www.cian.ru/sale/suburban/218872009/
house;86229240;287431;300;13.42;2;Минское шоссе;https://www.cian.ru/sale/suburban/265368494/
house;87500000;182292;480;21.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/253706355/
house;89500000;331604;269.9;65.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/260582556/
cottage;90000000;90000;1000;50.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/265224395/
house;90000000;173077;520;11.05;4;Калужское шоссе;https://www.cian.ru/sale/suburban/256472878/
house;93396471;278795;335;15.64;2;Минское шоссе;https://www.cian.ru/sale/suburban/265368493/
house;99800000;254332;392.4;23.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/234552525/
cottage;99000000;66000;1500;75.0;4;Калужское шоссе;https://www.cian.ru/sale/suburban/161526303/
house;100000000;133333;750;15.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/257586869/
house;100000000;133333;750;20.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/244210763/
house;100000000;222222;450;15.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/259270716/
house;105000000;210000;500;14.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/262469449/
cottage;106699990;74772;1427;17.7;4;Сколковское шоссе;https://www.cian.ru/sale/suburban/257173600/
house;106700000;118556;900;17.0;2;;https://www.cian.ru/sale/suburban/265368631/
house;106500000;133125;800;17.0;2;Сколковское шоссе;https://www.cian.ru/sale/suburban/256474487/
house;106700000;88917;1200;17.0;3;Сколковское шоссе;https://www.cian.ru/sale/suburban/247030388/
house;109000000;266504;409;21.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/230636790/
cottage;109000000;266504;409;20.74;2;Калужское шоссе;https://www.cian.ru/sale/suburban/265325488/
house;110000000;211538;520;23.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/229460401/
cottage;117999000;261060;452;4.0;4;Новорижское шоссе;https://www.cian.ru/sale/suburban/262210028/
house;120000000;214286;560;20.0;4;Киевское шоссе;https://www.cian.ru/sale/suburban/229460415/
house;120000000;122449;980;15.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264551428/
cottage;122158089;142044;860;21.5;3;Калужское шоссе;https://www.cian.ru/sale/suburban/263907999/
house;125000000;160256;780;17.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/257793290/
house;125000000;279767;446.8;13.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/265329345/
house;125000000;157828;792;27.0;4;Калужское шоссе;https://www.cian.ru/sale/suburban/237764275/
house;125000000;403226;310;62.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264479386/
house;125000000;280269;446;13.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/264479392/
cottage;125000000;147059;850;29.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264177664/
house;129000000;71667;1800;62.0;4;Киевское шоссе;https://www.cian.ru/sale/suburban/229450600/
house;135000000;300000;450;20.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/264280613/
house;140000000;429448;326;15.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/265075954/
house;150000000;157895;950;30.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264787645/
house;150000000;214286;700;30.0;4;Калужское шоссе;https://www.cian.ru/sale/suburban/258377347/
house;150000000;172414;870;30.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264853963/
house;154494055;190733;810;30.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/232095299/
house;179644250;178573;1006;34.0;4;Калужское шоссе;https://www.cian.ru/sale/suburban/265214557/
cottage;180000000;360000;500;20.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/218872284/
house;185000000;212644;870;20.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/258949921/
cottage;185000000;430233;430;13.0;3;Минское шоссе;https://www.cian.ru/sale/suburban/255550927/
house;197608674;171834;1150;30.0;2;Сколковское шоссе;https://www.cian.ru/sale/suburban/256430830/
house;199000000;279887;711;30.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/265195405/
house;198000000;366667;540;18.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/263884170/
cottage;198000000;138462;1430;15.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/265224148/
cottage;200000000;148148;1350;30.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/258608783/
cottage;210000000;140000;1500;50.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/265021333/
house;226351755;182837;1238;40.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/236745065/
cottage;229944639;353761;650;30.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/219703748/
cottage;244315461;421234;580;13.0;4;Рублево-Успенское шоссе;https://www.cian.ru/sale/suburban/257173000/
house;260000000;351351;740;27.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/260806663/
house;260000000;167742;1550;75.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/247168636/
cottage;323358931;474830;681;13.0;4;Рублево-Успенское шоссе;https://www.cian.ru/sale/suburban/257173788/
house;350000000;406032;862;21.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/252108225/
cottage;476000000;1487500;320;6.0;2;Рублевское шоссе;https://www.cian.ru/sale/suburban/261461179/
house;734000000;1008242;728;20.0;2;;https://www.cian.ru/sale/suburban/262184642/
house;4400000;122222;36;6.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/262690315/
house;5500000;62785;87.6;6.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/265215974/
house;7200000;126984;56.7;8.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/262408309/
house;9500000;118750;80;6.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/263332121/
house;10800000;95154;113.5;3.6;2;Киевское шоссе;https://www.cian.ru/sale/suburban/263780255/
house;10900000;68125;160;7.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/263910348/
house;11700000;110377;106;8.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/260557823/
house;15900000;93529;170;6.0;2;Боровское шоссе;https://www.cian.ru/sale/suburban/264813333/
house;16500000;137500;120;8.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264545030/
house;17550000;66781;262.8;9.6;2;Киевское шоссе;https://www.cian.ru/sale/suburban/264550509/
cottage;18500000;105714;175;7.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/220723072/
cottage;18800000;132394;142;7.5;2;Киевское шоссе;https://www.cian.ru/sale/suburban/233640572/
cottage;18900000;78750;240;8.3;2;Калужское шоссе;https://www.cian.ru/sale/suburban/262364155/
cottage;19000000;108571;175;7.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/257203155/
house;20950000;123235;170;4.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/261199018/
cottage;21500000;143333;150;7.5;2;Киевское шоссе;https://www.cian.ru/sale/suburban/260010820/
cottage;23500000;78333;300;10.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/264412188/
cottage;23500000;78333;300;15.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/255374325/
cottage;25300000;50600;500;12.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/256139777/
cottage;25500000;115909;220;9.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264505926/
cottage;25730000;46277;556;12.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/264653067/
cottage;28000000;87774;319;9.75;2;Киевское шоссе;https://www.cian.ru/sale/suburban/242467668/
house;29900000;178188;167.8;13.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/235546341/
house;30000000;111111;270;15.0;3;Симферопольское шоссе;https://www.cian.ru/sale/suburban/262598973/
house;30000000;111111;270;15.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/262595917/
cottage;32000000;142857;224;6.6;2;Боровское шоссе;https://www.cian.ru/sale/suburban/254825495/
cottage;34000000;79812;426;16.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/262732481/
house;33950000;142707;237.9;8.7;2;Калужское шоссе;https://www.cian.ru/sale/suburban/260853926/
cottage;34500000;77354;446;16.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/262732479/
house;37500000;163043;230;20.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/260713535/
house;37500000;163043;230;20.5;3;Киевское шоссе;https://www.cian.ru/sale/suburban/262604482/
cottage;38000000;96447;394;16.0;4;Калужское шоссе;https://www.cian.ru/sale/suburban/219446317/
house;38000000;96692;393;16.5;4;Калужское шоссе;https://www.cian.ru/sale/suburban/226206098/
cottage;37900000;108286;350;13.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/265065736/
house;37999000;172723;220;12.0;4;Боровское шоссе;https://www.cian.ru/sale/suburban/255939592/
cottage;41500000;93891;442;13.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/259892634/
cottage;42372000;131183;323;15.0;;Минское шоссе;https://www.cian.ru/sale/suburban/226477090/
house;42600000;122767;347;9.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/264355150/
house;43500000;140323;310;9.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/259892632/
house;44000000;168582;261;8.13;2;Калужское шоссе;https://www.cian.ru/sale/suburban/263275752/
cottage;45000000;154110;292;7.5;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264722783/
house;45000000;95137;473;11.5;4;Калужское шоссе;https://www.cian.ru/sale/suburban/260803785/
cottage;45000000;160714;280;12.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/223993205/
cottage;45689000;76659;596;23.23;3;Калужское шоссе;https://www.cian.ru/sale/suburban/240734702/
cottage;46000000;166667;276;9.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/262481113/
cottage;46000000;153333;300;14.0;2;Боровское шоссе;https://www.cian.ru/sale/suburban/260285026/
house;46000000;104545;440;8.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/246165960/
cottage;46500000;104494;445;15.5;3;Киевское шоссе;https://www.cian.ru/sale/suburban/261073081/
cottage;49500000;151840;326;12.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264722786/
house;49900000;123210;405;41.0;4;Калужское шоссе;https://www.cian.ru/sale/suburban/258245849/
house;51000000;143662;355;10.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/259853084/
cottage;52000000;117914;441;10.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/251346483/
cottage;52300000;174333;300;20.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/258107763/
house;54000000;106593;506.6;14.5;4;Калужское шоссе;https://www.cian.ru/sale/suburban/223993199/
house;54000000;124024;435.4;6.3;4;;https://www.cian.ru/sale/suburban/254275950/
house;54000000;124024;435.4;6.3;4;;https://www.cian.ru/sale/suburban/265268688/
cottage;55125000;76669;719;20.8;4;Калужское шоссе;https://www.cian.ru/sale/suburban/240734703/
house;55000000;110000;500;10.0;4;Калужское шоссе;https://www.cian.ru/sale/suburban/260675507/
house;55000000;157143;350;7.5;3;Киевское шоссе;https://www.cian.ru/sale/suburban/253298765/
house;60000000;148148;405;20.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/226477057/
house;60000000;92308;650;10.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/223993466/
house;65000000;212905;305.3;8.56;3;Калужское шоссе;https://www.cian.ru/sale/suburban/257945265/
house;65000000;212905;305.3;8.56;3;Калужское шоссе;https://www.cian.ru/sale/suburban/257945265/
house;65000000;85752;758;13.22;;Киевское шоссе;https://www.cian.ru/sale/suburban/239507250/
house;66900000;152740;438;35.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/262921256/
house;67500000;192857;350;15.0;4;Калужское шоссе;https://www.cian.ru/sale/suburban/238889951/
house;67000000;105512;635;16.5;;Калужское шоссе;https://www.cian.ru/sale/suburban/238122932/
cottage;67546237;110496;611.3;15.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/238826203/
house;70000000;152075;460.3;18.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/260722421/
house;70000000;148936;470;12.5;4;Боровское шоссе;https://www.cian.ru/sale/suburban/254396060/
house;72000000;128571;560;30.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/226476968/
house;72500000;122673;591;15.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/259765721/
cottage;73500000;96966;758;35.2;2;Калужское шоссе;https://www.cian.ru/sale/suburban/240787436/
cottage;73605000;85787;858;31.74;2;Калужское шоссе;https://www.cian.ru/sale/suburban/240800994/
cottage;74000000;206128;359;15.64;;Минское шоссе;https://www.cian.ru/sale/suburban/226477110/
house;75000000;136364;550;15.0;4;Калужское шоссе;https://www.cian.ru/sale/suburban/226477044/
cottage;75000000;250000;300;8.0;2;Алтуфьевское шоссе;https://www.cian.ru/sale/suburban/247012927/
cottage;75000000;92478;811;16.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/262604485/
house;78000000;430939;181;3.0;3;;https://www.cian.ru/sale/suburban/264928985/
cottage;80000000;124224;644;32.22;2;Киевское шоссе;https://www.cian.ru/sale/suburban/226549349/
house;80000000;266667;300;25.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/261208250/
house;85000000;274194;310;16.0;3;;https://www.cian.ru/sale/suburban/260106139/
cottage;88500000;305172;290;19.0;2;;https://www.cian.ru/sale/suburban/256363626/
house;94000000;225420;417;25.0;4;Калужское шоссе;https://www.cian.ru/sale/suburban/247002316/
cottage;100000000;142857;700;20.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/256272543/
house;100000000;238095;420;20.0;4;Киевское шоссе;https://www.cian.ru/sale/suburban/223993208/
house;105000000;138158;760;20.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/240989062/
cottage;106700000;85360;1250;17.0;4;Сколковское шоссе;https://www.cian.ru/sale/suburban/246605557/
house;110000000;77085;1427;17.07;4;Сколковское шоссе;https://www.cian.ru/sale/suburban/217159973/
cottage;110000000;297297;370;11.0;3;;https://www.cian.ru/sale/suburban/260551123/
house;110000000;208333;528;22.5;3;Калужское шоссе;https://www.cian.ru/sale/suburban/226477163/
house;110000000;187874;585.5;15.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/243131531/
house;119000000;228846;520;30.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/226477050/
house;129000000;71667;1800;62.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/226477058/
house;135000000;300000;450;20.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/254700787/
house;150000000;172414;870;30.0;4;Калужское шоссе;https://www.cian.ru/sale/suburban/255194355/
cottage;195000000;278571;700;27.0;3;Ленинградское шоссе;https://www.cian.ru/sale/suburban/259024273/
house;198999999;865217;230;6.0;2;Новорижское шоссе;https://www.cian.ru/sale/suburban/264581397/
house;215000000;366894;586;17.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/262616164/
house;230000000;451866;509;20.0;4;Боровское шоссе;https://www.cian.ru/sale/suburban/243416423/
cottage;244316179;430893;567;12.0;4;Рублево-Успенское шоссе;https://www.cian.ru/sale/suburban/247012912/
cottage;260000000;360610;721;26.27;;;https://www.cian.ru/sale/suburban/260142099/
house;339527632;498572;681;13.95;4;Рублево-Успенское шоссе;https://www.cian.ru/sale/suburban/239000117/
house;360000000;360000;1000;76.0;3;Куркинское шоссе;https://www.cian.ru/sale/suburban/265252037/
cottage;390000000;354545;1100;22.0;3;;https://www.cian.ru/sale/suburban/229037383/
house;390000000;354545;1100;22.0;3;Рублево-Успенское шоссе;https://www.cian.ru/sale/suburban/258457137/
house;395217349;432404;914;24.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/264317729/
house;467075049;233538;2000;100.0;4;Киевское шоссе;https://www.cian.ru/sale/suburban/243218403/
house;543360000;600000;905.6;1.0;3;;https://www.cian.ru/sale/suburban/261272533/
cottage;617976219;2985392;207;15.0;3;Новорижское шоссе;https://www.cian.ru/sale/suburban/246605122/
house;2500000;41667;60;5.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/235954494/
house;3450000;46000;75;6.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/261760619/
house;9500000;47500;200;10.0;2;Симферопольское шоссе;https://www.cian.ru/sale/suburban/261222091/
cottage;9700000;38800;250;10.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/244555154/
cottage;9700000;59877;162;6.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/258538043/
house;9999999;62500;160;6.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/261854391/
house;10300000;58523;176;5.5;2;Киевское шоссе;https://www.cian.ru/sale/suburban/264654538/
house;10900000;83846;130;4.1;2;Калужское шоссе;https://www.cian.ru/sale/suburban/265300931/
house;12900000;99231;130;6.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/265357067/
cottage;13500000;80262;168.2;8.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/265166893/
cottage;14070000;94684;148.6;9.35;2;Калужское шоссе;https://www.cian.ru/sale/suburban/259686397/
cottage;14700000;78233;187.9;12.0;2;Варшавское шоссе;https://www.cian.ru/sale/suburban/260708025/
house;15000000;71090;211;10.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/263919426/
house;15000000;187032;80.2;5.61;1;Боровское шоссе;https://www.cian.ru/sale/suburban/264859821/
cottage;15900000;198254;80.2;6.0;1;Боровское шоссе;https://www.cian.ru/sale/suburban/263434377/
house;16000000;59259;270;5.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/210255082/
house;16500000;58992;279.7;49.0;;Варшавское шоссе;https://www.cian.ru/sale/suburban/264687814/
cottage;17500000;96154;182;10.0;2;Симферопольское шоссе;https://www.cian.ru/sale/suburban/256542480/
cottage;17580000;38217;460;6.0;3;Боровское шоссе;https://www.cian.ru/sale/suburban/260483024/
house;19200000;81356;236;9.6;2;Киевское шоссе;https://www.cian.ru/sale/suburban/264815688/
house;20500000;113889;180;8.5;2;Дмитровское шоссе;https://www.cian.ru/sale/suburban/265219095/
cottage;23000000;88462;260;7.5;2;Минское шоссе;https://www.cian.ru/sale/suburban/260485951/
house;25000000;80645;310;10.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/191794702/
house;27800000;73158;380;8.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/262152753/
cottage;28535000;115526;247;10.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/259183303/
house;29500000;78688;374.9;16.39;2;Киевское шоссе;https://www.cian.ru/sale/suburban/263083007/
cottage;29490000;92156;320;12.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/261081575/
cottage;29990000;57673;520;14.0;;Боровское шоссе;https://www.cian.ru/sale/suburban/263503967/
cottage;30590000;76475;400;12.8;;Боровское шоссе;https://www.cian.ru/sale/suburban/263503961/
cottage;32500000;104839;310;16.0;2;Боровское шоссе;https://www.cian.ru/sale/suburban/262727492/
house;33000000;143478;230;6.5;;Киевское шоссе;https://www.cian.ru/sale/suburban/262461759/
cottage;33000000;92958;355;11.0;2;Боровское шоссе;https://www.cian.ru/sale/suburban/248884697/
cottage;34500000;77354;446;16.0;3;Боровское шоссе;https://www.cian.ru/sale/suburban/262727490/
house;35000000;184211;190;7.1;4;Калужское шоссе;https://www.cian.ru/sale/suburban/262055275/
cottage;35000000;123675;283;15.0;3;Боровское шоссе;https://www.cian.ru/sale/suburban/248884696/
cottage;35000000;171569;204;6.0;2;Боровское шоссе;https://www.cian.ru/sale/suburban/258342376/
cottage;37000000;115625;320;10.0;3;Боровское шоссе;https://www.cian.ru/sale/suburban/251604344/
cottage;37828500;75839;498.8;5.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/264980375/
cottage;38000000;158333;240;7.2;2;Боровское шоссе;https://www.cian.ru/sale/suburban/257784439/
house;40000000;143369;279;10.0;2;Боровское шоссе;https://www.cian.ru/sale/suburban/262055478/
cottage;40498000;88366;458.3;15.27;3;Киевское шоссе;https://www.cian.ru/sale/suburban/254237783/
cottage;44000000;73826;596;23.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/255247977/
cottage;45000000;156794;287;6.7;3;Калужское шоссе;https://www.cian.ru/sale/suburban/262635325/
house;45000000;99756;451.1;13.3;2;Боровское шоссе;https://www.cian.ru/sale/suburban/262058439/
cottage;45000000;85034;529.2;19.2;3;Боровское шоссе;https://www.cian.ru/sale/suburban/259412357/
house;45000000;136364;330;8.25;3;Киевское шоссе;https://www.cian.ru/sale/suburban/261057480/
house;45500000;95588;476;10.21;;Калужское шоссе;https://www.cian.ru/sale/suburban/207092219/
house;45720000;117231;390;10.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/263859807/
cottage;47990000;108330;443;23.4;3;Калужское шоссе;https://www.cian.ru/sale/suburban/262913662/
cottage;49000000;65333;750;21.0;3;Боровское шоссе;https://www.cian.ru/sale/suburban/250965885/
house;50000000;161290;310;6.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/261312468/
house;53000000;189286;280;15.0;;Киевское шоссе;https://www.cian.ru/sale/suburban/264947478/
cottage;53500000;178333;300;5.0;;;https://www.cian.ru/sale/suburban/259829734/
cottage;54800000;274000;200;15.0;2;Боровское шоссе;https://www.cian.ru/sale/suburban/264992498/
cottage;55000000;124575;441.5;10.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/256720043/
house;55000000;114775;479.2;12.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/264931294/
cottage;58000000;290000;200;4.55;3;Боровское шоссе;https://www.cian.ru/sale/suburban/259210523/
cottage;59000000;56950;1036;30.0;3;Киевское шоссе;https://www.cian.ru/sale/suburban/253290235/
cottage;60000000;169492;354;20.0;2;Минское шоссе;https://www.cian.ru/sale/suburban/249773090/
cottage;60000000;98847;607;28.65;3;Боровское шоссе;https://www.cian.ru/sale/suburban/254158147/
house;63000000;96923;650;11.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/251901343/
cottage;63000000;165008;381.8;34.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/259030089/
house;65000000;144028;451.3;13.3;2;Боровское шоссе;https://www.cian.ru/sale/suburban/262058435/
cottage;65000000;148571;437.5;15.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/265373401/
cottage;67500000;192857;350;15.0;3;Калужское шоссе;https://www.cian.ru/sale/suburban/195798930/
cottage;68500000;180263;380;5.4;3;Боровское шоссе;https://www.cian.ru/sale/suburban/257556786/
cottage;71925000;93047;773;30.16;3;Варшавское шоссе;https://www.cian.ru/sale/suburban/238894788/
cottage;75000000;92478;811;16.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/263324108/
cottage;84000000;87047;965;37.0;2;Киевское шоссе;https://www.cian.ru/sale/suburban/259358399/
cottage;86000000;215000;400;10.0;3;Куркинское шоссе;https://www.cian.ru/sale/suburban/232958541/
cottage;90000000;187500;480;30.0;;Калужское шоссе;https://www.cian.ru/sale/suburban/255666330/
cottage;94600000;255676;370;14.0;3;Алтуфьевское шоссе;https://www.cian.ru/sale/suburban/242842433/
cottage;99435000;114425;869;43.39;3;Варшавское шоссе;https://www.cian.ru/sale/suburban/238894783/
cottage;104000000;246154;422.5;20.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/264336033/
cottage;106699990;74772;1427;17.0;4;;https://www.cian.ru/sale/suburban/261405630/
cottage;107786549;249390;432.2;22.3;3;Боровское шоссе;https://www.cian.ru/sale/suburban/256886448/
cottage;125000000;403226;310;62.0;2;Калужское шоссе;https://www.cian.ru/sale/suburban/263580491/
